id_alerta,id_siniestro,codigo,categoria,severidad,puntos,descripcion,evidencia,es_critica
ALT011343,SIN00149,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011344,SIN00150,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011345,SIN00151,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011346,SIN00152,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011347,SIN00153,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011348,SIN00154,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011349,SIN00155,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011350,SIN00156,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011351,SIN00157,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011352,SIN00158,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011353,SIN00159,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011354,SIN00160,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011355,SIN00161,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011356,SIN00162,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011357,SIN00163,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011358,SIN00164,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011359,SIN00165,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011360,SIN00166,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011361,SIN00167,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011362,SIN00168,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011363,SIN00169,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011364,SIN00170,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011365,SIN00171,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011366,SIN00172,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011367,SIN00173,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011368,SIN00174,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011369,SIN00175,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011370,SIN00176,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011371,SIN00177,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011372,SIN00178,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011373,SIN00179,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011374,SIN00180,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011375,SIN00181,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011376,SIN00182,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011377,SIN00183,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011378,SIN00184,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011379,SIN00185,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011380,SIN00186,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011381,SIN00187,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011382,SIN00188,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011383,SIN00189,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011384,SIN00190,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011385,SIN00191,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011386,SIN00192,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011387,SIN00193,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011388,SIN00194,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011389,SIN00195,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011390,SIN00196,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011391,SIN00197,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011392,SIN00198,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011393,SIN00199,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011394,SIN00200,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011395,SIN00201,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011396,SIN00202,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011397,SIN00203,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011398,SIN00204,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011399,SIN00205,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011400,SIN00206,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011401,SIN00207,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011402,SIN00208,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011403,SIN00209,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011404,SIN00210,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011405,SIN00211,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011406,SIN00212,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011407,SIN00213,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011408,SIN00214,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011409,SIN00215,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011410,SIN00216,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011411,SIN00217,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011412,SIN00218,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011413,SIN00219,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011414,SIN00220,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011415,SIN00221,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011416,SIN00222,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011417,SIN00223,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011418,SIN00224,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011419,SIN00225,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011420,SIN00226,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011421,SIN00227,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011422,SIN00228,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011423,SIN00229,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011424,SIN00230,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011425,SIN00231,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011426,SIN00232,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011427,SIN00233,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011428,SIN00234,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011429,SIN00235,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011430,SIN00236,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011431,SIN00237,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011432,SIN00238,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011433,SIN00239,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011434,SIN00240,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011435,SIN00241,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011436,SIN00242,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011437,SIN00243,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011438,SIN00244,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011439,SIN00245,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011440,SIN00246,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011441,SIN00247,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011442,SIN00248,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011443,SIN00249,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011444,SIN00250,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011445,SIN00251,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011446,SIN00252,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011447,SIN00253,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011448,SIN00254,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011449,SIN00255,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011450,SIN00256,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011451,SIN00257,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011452,SIN00258,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011453,SIN00259,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011454,SIN00260,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011455,SIN00261,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011456,SIN00262,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011457,SIN00263,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011458,SIN00264,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011459,SIN00265,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011460,SIN00266,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011461,SIN00267,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011462,SIN00268,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011463,SIN00269,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011464,SIN00270,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011465,SIN00271,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011466,SIN00272,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011467,SIN00273,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011468,SIN00274,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011469,SIN00275,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011470,SIN00276,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011471,SIN00277,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011472,SIN00278,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011473,SIN00279,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011474,SIN00280,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011475,SIN00281,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011476,SIN00282,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011477,SIN00283,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011478,SIN00284,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011479,SIN00285,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011480,SIN00286,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011481,SIN00287,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011482,SIN00288,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011483,SIN00289,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011484,SIN00290,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011485,SIN00291,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011486,SIN00292,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011487,SIN00293,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011488,SIN00294,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011489,SIN00295,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011490,SIN00296,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011491,SIN00297,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011492,SIN00298,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011493,SIN00299,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011494,SIN00300,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011495,SIN00301,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011496,SIN00302,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011497,SIN00303,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011498,SIN00304,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011499,SIN00305,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011500,SIN00306,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011501,SIN00307,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011502,SIN00308,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011503,SIN00309,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011504,SIN00310,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011505,SIN00311,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011506,SIN00312,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011507,SIN00313,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011508,SIN00314,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011509,SIN00315,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011510,SIN00316,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011511,SIN00317,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011512,SIN00318,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011513,SIN00319,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011514,SIN00320,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011515,SIN00321,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011516,SIN00322,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011517,SIN00323,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011518,SIN00324,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00017.,False
ALT011519,SIN00325,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011520,SIN00326,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00020.,False
ALT011521,SIN00327,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011522,SIN00328,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011523,SIN00329,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011524,SIN00330,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00016.,False
ALT011525,SIN00331,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011526,SIN00332,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
ALT011527,SIN00333,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00003.,False
ALT011528,SIN00334,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00001.,False
ALT011529,SIN00335,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00004.,False
ALT011530,SIN00336,NLP-01,Narrativa,Alta,20,Narrativa muy similar a otro reclamo del mismo ramo.,Similitud 100.00% con SIN00006.,False
